,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,tv_or_film
13641,User 3,2021-03-31 22:46:33,00:19:39,,The Office (U.S.): Season 6: The Chump (Episode 25),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:39,Not latest view,GB (United Kingdom),tv
13642,User 3,2021-03-31 22:13:45,00:01:59,Autoplayed: user action: None; ,The Office (U.S.): Season 6: The Chump (Episode 25),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom),tv
13643,User 3,2021-03-31 21:52:19,00:21:25,,The Office (U.S.): Season 6: The Cover-Up (Episode 24),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:26,Not latest view,GB (United Kingdom),tv
13644,User 3,2021-03-31 21:50:18,00:01:21,,Leaving Neverland: Season 1 (Trailer),TRAILER,FireTV Stick 2016,00:01:21,00:01:21,GB (United Kingdom),tv
13645,User 3,2021-03-31 21:49:24,00:00:49,,Bad Education: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:49,00:00:49,GB (United Kingdom),tv
13646,User 3,2021-03-31 21:48:26,00:00:55,Autoplayed: user action: None; ,Kath and Kim: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:55,00:00:55,GB (United Kingdom),tv
13647,User 3,2021-03-31 21:38:32,00:58:06,,Orange Is the New Black: Season 6: Break the String (Episode 9),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:58:10,00:58:10,GB (United Kingdom),tv
13648,User 3,2021-03-31 21:30:44,00:21:33,,The Office (U.S.): Season 6: Body Language (Episode 23),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:35,00:21:35,GB (United Kingdom),tv
13649,User 3,2021-03-31 21:20:16,00:10:27,,The Office (U.S.): Season 6: Secretary's Day (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:36,00:21:36,GB (United Kingdom),tv
13650,User 3,2021-03-31 21:02:47,00:30:31,,Orange Is the New Black: Season 6: Gordons (Episode 8),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:57:05,00:57:05,GB (United Kingdom),tv
13656,User 3,2021-03-31 13:04:54,00:11:09,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 6: Secretary's Day (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:09,Not latest view,GB (United Kingdom),tv
13657,User 3,2021-03-31 12:47:51,00:17:02,,The Office (U.S.): Season 6: Happy Hour (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:34,00:21:34,GB (United Kingdom),tv
13658,User 3,2021-03-31 12:47:33,00:00:15,,The Office (U.S.): Season 6: The Promotion (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,Not latest view,GB (United Kingdom),tv
13659,User 3,2021-03-31 12:44:24,00:03:06,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 6: The Meeting (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:18,Not latest view,GB (United Kingdom),tv
13660,User 3,2021-03-31 12:44:17,00:00:05,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 6: Gossip (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:58,Not latest view,GB (United Kingdom),tv
13661,User 3,2021-03-30 23:12:27,00:16:25,,The Office (U.K.): Series 2: Interview (Episode 6),,Apple iPhone SE Gen 2 iPhone,00:16:48,Not latest view,GB (United Kingdom),tv
13662,User 3,2021-03-30 16:06:40,00:04:52,,The Office (U.S.): Season 6: Gossip (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:53,Not latest view,GB (United Kingdom),tv
13663,User 3,2021-03-30 15:45:34,00:21:05,,The Office (U.S.): Season 5: Company Picnic (Episode 28),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13664,User 3,2021-03-30 12:09:33,00:00:47,Autoplayed: user action: None; ,Girlboss (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:47,00:00:47,GB (United Kingdom),tv
13665,User 3,2021-03-30 11:48:24,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Cafe Disco (Episode 27),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:04,Not latest view,GB (United Kingdom),tv
13666,User 3,2021-03-30 11:27:21,00:21:03,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Casual Friday (Episode 26),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13667,User 3,2021-03-30 11:06:27,00:20:53,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Broke (Episode 25),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:07,Not latest view,GB (United Kingdom),tv
13668,User 3,2021-03-30 10:42:22,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Heavy Competition (Episode 24),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13669,User 3,2021-03-30 10:19:05,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Michael Scott Paper Company (Episode 23),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13670,User 3,2021-03-30 09:55:13,00:20:50,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Dream Team (Episode 22),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:55,Not latest view,GB (United Kingdom),tv
13671,User 3,2021-03-30 09:41:12,00:10:57,,The Office (U.S.): Season 5: Two Weeks (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:04,Not latest view,GB (United Kingdom),tv
13673,User 3,2021-03-29 23:31:14,00:17:56,,The Office (U.K.): Series 2: Charity (Episode 5),,Apple iPhone SE Gen 2 iPhone,00:28:22,00:28:22,GB (United Kingdom),tv
13674,User 3,2021-03-29 19:16:33,00:19:47,Autoplayed: user action: Unspecified; ,Formula 1: Drive to Survive: Season 3: Cash Is King (Episode 1),,FireTV Stick 2016,00:27:07,00:27:07,GB (United Kingdom),tv
13675,User 3,2021-03-29 19:13:53,00:00:33,Autoplayed: user action: None; ,Benidorm: Season 10_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:33,Not latest view,GB (United Kingdom),tv
13676,User 3,2021-03-29 18:21:01,00:10:26,,The Office (U.K.): Series 2: Charity (Episode 5),,FireTV Stick 2016,00:10:26,Not latest view,GB (United Kingdom),tv
13677,User 3,2021-03-29 18:18:58,00:01:51,Autoplayed: user action: None; ,The Office (U.K.): Series 2: Motivation (Episode 4),,FireTV Stick 2016,00:02:18,00:02:18,GB (United Kingdom),tv
13678,User 3,2021-03-29 17:47:18,00:28:33,,The Office (U.K.): Series 2: Party (Episode 3),,FireTV Stick 2016,00:29:02,00:29:02,GB (United Kingdom),tv
13679,User 3,2021-03-29 17:30:35,00:00:02,,The Office (U.K.): Series 2: Party (Episode 3),,FireTV Stick 2016,00:00:31,Not latest view,GB (United Kingdom),tv
13680,User 3,2021-03-29 17:15:05,00:14:58,,The Office (U.K.): Series 2: Appraisals (Episode 2),,FireTV Stick 2016,00:29:18,00:29:18,GB (United Kingdom),tv
13681,User 3,2021-03-29 17:02:10,00:02:39,,The Office (U.K.): Series 2: Appraisals (Episode 2),,FireTV Stick 2016,00:14:21,Not latest view,GB (United Kingdom),tv
13682,User 3,2021-03-29 16:58:53,00:00:08,Autoplayed: user action: None; ,Parks and Recreation: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:08,Not latest view,GB (United Kingdom),tv
13683,User 3,2021-03-29 15:02:50,00:21:53,,Elizabeth and Margaret: Love and Loyalty: Season 1: Episode 1,,FireTV Stick 2016,00:21:53,00:21:53,GB (United Kingdom),tv
13684,User 3,2021-03-29 15:02:38,00:00:08,Autoplayed: user action: None; ,Elizabeth and Margaret: Love and Loyalty: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:08,00:00:08,GB (United Kingdom),tv
13685,User 3,2021-03-29 15:02:04,00:00:15,Autoplayed: user action: None; ,Trailer: Thunder Force,TRAILER,FireTV Stick 2016,00:00:15,Not latest view,GB (United Kingdom),tv
13687,User 3,2021-03-29 13:49:27,00:10:06,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 5: Two Weeks (Episode 21),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:07,Not latest view,GB (United Kingdom),tv
13688,User 3,2021-03-29 13:28:21,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 5: New Boss (Episode 20),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13689,User 3,2021-03-29 13:07:16,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Golden Ticket (Episode 19),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13691,User 3,2021-03-29 13:04:12,00:00:05,Autoplayed: user action: None; ,Three Girls: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:05,00:00:05,GB (United Kingdom),tv
13692,User 3,2021-03-29 13:03:37,00:00:27,Autoplayed: user action: None; ,How to Get Away with Murder: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:27,Not latest view,GB (United Kingdom),tv
13694,User 3,2021-03-29 12:46:11,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Blood Drive (Episode 18),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13695,User 3,2021-03-29 12:45:13,00:00:56,,The Office (U.S.): Season 5: Lecture Circuit: Part 2 (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:09,Not latest view,GB (United Kingdom),tv
13696,User 3,2021-03-29 11:22:54,00:18:13,,The Office (U.S.): Season 5: Lecture Circuit: Part 2 (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:13,Not latest view,GB (United Kingdom),tv
13697,User 3,2021-03-28 23:56:41,00:00:55,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Lecture Circuit: Part 2 (Episode 17),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom),tv
13698,User 3,2021-03-28 23:35:36,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Lecture Circuit: Part 1 (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13699,User 3,2021-03-28 23:14:29,00:21:06,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Stress Relief: Part 2 (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:07,Not latest view,GB (United Kingdom),tv
13700,User 3,2021-03-28 22:54:09,00:27:55,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Return (Episode 13),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:27:55,00:27:55,GB (United Kingdom),tv
13701,User 3,2021-03-28 22:53:22,00:21:06,,The Office (U.S.): Season 5: Stress Relief: Part 1 (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13702,User 3,2021-03-28 22:45:27,00:07:25,,The Office (U.S.): Season 5: Prince Family Paper (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:38,Not latest view,GB (United Kingdom),tv
13703,User 3,2021-03-28 22:41:05,00:04:17,,The Office (U.S.): Season 5: The Duel (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:32,Not latest view,GB (United Kingdom),tv
13704,User 3,2021-03-28 22:33:05,00:21:01,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Traveling Salesmen (Episode 12),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:21:01,00:21:01,GB (United Kingdom),tv
13705,User 3,2021-03-28 22:12:13,00:20:45,Autoplayed: user action: None; ,The Office (U.S.): Season 3: Back from Vacation (Episode 11),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:45,00:20:45,GB (United Kingdom),tv
13706,User 3,2021-03-28 21:30:41,00:41:30,Autoplayed: user action: None; ,The Office (U.S.): Season 3: A Benihana Christmas (Episode 10),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:41:30,00:41:30,GB (United Kingdom),tv
13707,User 3,2021-03-28 21:09:55,00:20:45,Autoplayed: user action: None; ,The Office (U.S.): Season 3: The Convict (Episode 9),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:20:45,00:20:45,GB (United Kingdom),tv
13708,User 3,2021-03-28 20:40:32,00:29:19,,The Office (U.S.): Season 3: The Merger (Episode 8),,Vestel ODM 5.0 Nova 2K TV Smart TV,00:29:19,00:29:19,GB (United Kingdom),tv
13709,User 3,2021-03-28 20:33:34,00:00:04,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Vestel ODM 5.0 Nova 2K TV Smart TV,00:00:04,Not latest view,GB (United Kingdom),tv
13711,User 3,2021-03-28 20:06:33,00:26:33,Autoplayed: user action: None; ,Orange Is the New Black: Season 6: Gordons (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:26:39,Not latest view,GB (United Kingdom),tv
13712,User 3,2021-03-28 19:33:48,00:18:57,,Call My Agent!: Season 1: François (Episode 6),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:51:41,00:51:41,GB (United Kingdom),tv
13713,User 3,2021-03-28 19:06:55,00:55:50,,Orange Is the New Black: Season 6: Changing Winds (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:56,00:55:56,GB (United Kingdom),tv
13714,User 3,2021-03-28 18:22:13,00:44:41,,Orange Is the New Black: Season 6: State of the Uterus (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:43,00:56:43,GB (United Kingdom),tv
13716,User 3,2021-03-28 13:04:48,00:00:05,Autoplayed: user action: None; ,Trailer: Bad Trip,TRAILER,FireTV Stick 2016,00:00:05,00:00:05,GB (United Kingdom),tv
13717,User 3,2021-03-28 12:36:57,00:09:18,,Orange Is the New Black: Season 6: State of the Uterus (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:02,Not latest view,GB (United Kingdom),tv
13718,User 3,2021-03-28 12:35:17,00:01:31,,Orange Is the New Black: Season 6: State of the Uterus (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:44,Not latest view,GB (United Kingdom),tv
13719,User 3,2021-03-28 11:37:31,00:57:44,,Orange Is the New Black: Season 6: Mischief Mischief (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:49,00:58:49,GB (United Kingdom),tv
13720,User 3,2021-03-28 10:23:02,00:53:11,,Orange Is the New Black: Season 6: I'm the Talking Ass (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:23,00:54:23,GB (United Kingdom),tv
13721,User 3,2021-03-28 09:01:47,00:48:14,,Orange Is the New Black: Season 6: Look Out for Number One (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:20,00:48:20,GB (United Kingdom),tv
13722,User 3,2021-03-28 07:54:36,00:57:40,Autoplayed: user action: None; ,Orange Is the New Black: Season 6: Sh*tstorm Coming (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:13,00:56:13,GB (United Kingdom),tv
13723,User 3,2021-03-28 07:01:50,00:52:43,Autoplayed: user action: None; ,Orange Is the New Black: Season 6: Who Knows Better Than I (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:49,00:52:49,GB (United Kingdom),tv
13724,User 3,2021-03-28 06:25:37,00:36:11,,Orange Is the New Black: Season 5: Storm-y Weather (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:51:25,00:51:25,GB (United Kingdom),tv
13725,User 3,2021-03-27 22:52:05,00:13:46,,The Office (U.S.): Season 5: Prince Family Paper (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:13,Not latest view,GB (United Kingdom),tv
13726,User 3,2021-03-27 22:50:47,00:32:05,,Call My Agent!: Season 1: François (Episode 6),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:32:45,Not latest view,GB (United Kingdom),tv
13727,User 3,2021-03-27 22:33:56,00:57:52,Autoplayed: user action: None; ,Informer: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:57:55,00:57:55,GB (United Kingdom),tv
13728,User 3,2021-03-27 22:31:58,00:19:45,,The Office (U.S.): Season 5: The Duel (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:04,Not latest view,GB (United Kingdom),tv
13729,User 3,2021-03-27 22:31:18,00:00:12,Autoplayed: user action: None; ,Bling Empire: Season 1: Clip: Character Intro,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,00:00:12,GB (United Kingdom),tv
13730,User 3,2021-03-27 22:30:49,00:00:13,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,GB (United Kingdom),tv
13731,User 3,2021-03-27 22:00:58,00:47:12,,Call My Agent!: Season 1: Julie and Joey (Episode 5),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:47:12,00:47:12,GB (United Kingdom),tv
13732,User 3,2021-03-27 21:38:12,00:55:43,,Informer: Season 1: Episode 5,,Netflix Chrome MAC (Cadmium) HTML 5,00:57:08,00:57:08,GB (United Kingdom),tv
13733,User 3,2021-03-27 21:33:13,00:02:11,Autoplayed: user action: None; ,Informer: Season 1: Episode 5,,Netflix Chrome MAC (Cadmium) HTML 5,00:01:25,Not latest view,GB (United Kingdom),tv
13734,User 3,2021-03-27 21:09:10,00:45:10,,Snowpiercer: Season 1: Prepare to Brace (Episode 2),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:45:14,Not latest view,GB (United Kingdom),tv
13735,User 3,2021-03-27 20:43:04,00:26:02,,"Snowpiercer: Season 1: First, the Weather Changed (Episode 1)",,TiVo TiVo Virgin Media Series 6 MVPD STB,00:51:12,Not latest view,GB (United Kingdom),tv
13736,User 3,2021-03-27 20:36:00,00:56:27,,Informer: Season 1: Episode 4,,Netflix Chrome MAC (Cadmium) HTML 5,00:56:27,00:56:27,GB (United Kingdom),tv
13737,User 3,2021-03-27 20:14:47,00:25:10,,"Snowpiercer: Season 1: First, the Weather Changed (Episode 1)",,TiVo TiVo Virgin Media Series 6 MVPD STB,00:25:10,Not latest view,GB (United Kingdom),tv
13738,User 3,2021-03-27 16:57:27,00:01:17,Autoplayed: user action: None; ,The Office (U.S.): Season 5: The Duel (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:18,Not latest view,GB (United Kingdom),tv
13739,User 3,2021-03-27 16:36:21,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Moroccan Christmas (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13740,User 3,2021-03-27 16:17:02,00:19:19,,The Office (U.S.): Season 5: The Surplus (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,Not latest view,GB (United Kingdom),tv
13741,User 3,2021-03-27 15:30:28,00:02:00,Autoplayed: user action: None; ,The Office (U.S.): Season 5: The Surplus (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom),tv
13742,User 3,2021-03-27 15:09:43,00:20:44,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Frame Toby (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:46,Not latest view,GB (United Kingdom),tv
13743,User 3,2021-03-27 14:48:36,00:21:06,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Business Trip (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:07,Not latest view,GB (United Kingdom),tv
13744,User 3,2021-03-27 14:29:19,00:19:15,,The Office (U.S.): Season 5: Customer Survey (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:16,Not latest view,GB (United Kingdom),tv
13745,User 3,2021-03-27 08:08:57,00:02:00,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Customer Survey (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:01,Not latest view,GB (United Kingdom),tv
13746,User 3,2021-03-27 07:47:51,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Employee Transfer (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13747,User 3,2021-03-27 07:26:45,00:21:05,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Crime Aid (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13748,User 3,2021-03-27 07:07:40,00:19:05,,The Office (U.S.): Season 5: Baby Shower (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,Not latest view,GB (United Kingdom),tv
13749,User 3,2021-03-27 02:27:21,00:01:59,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Baby Shower (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom),tv
13750,User 3,2021-03-27 02:06:15,00:21:06,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Business Ethics (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13751,User 3,2021-03-27 01:46:13,00:20:00,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Weight Loss: Part 2 (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:06,Not latest view,GB (United Kingdom),tv
13752,User 3,2021-03-27 01:05:41,00:20:41,Autoplayed: user action: None; ,The Office (U.S.): Season 5: Weight Loss: Part 1 (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:03,Not latest view,GB (United Kingdom),tv
13753,User 3,2021-03-27 01:01:38,00:04:01,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",,Netflix Chrome MAC (Cadmium) HTML 5,00:41:29,Not latest view,GB (United Kingdom),tv
13754,User 3,2021-03-27 00:26:38,00:11:25,,The Office (U.K.): Series 2: Appraisals (Episode 2),,Apple iPhone SE Gen 2 iPhone,00:11:48,Not latest view,GB (United Kingdom),tv
13755,User 3,2021-03-27 00:14:05,00:12:25,,The Office (U.K.): Series 2: Merger (Episode 1),,Apple iPhone SE Gen 2 iPhone,00:28:38,Not latest view,GB (United Kingdom),tv
13756,User 3,2021-03-26 21:25:40,00:51:26,,Call My Agent!: Season 1: Audrey (Episode 4),,TiVo TiVo Virgin Media Series 6 MVPD STB,00:51:57,00:51:57,GB (United Kingdom),tv
13757,User 3,2021-03-26 17:16:31,00:21:31,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",,Netflix Chrome MAC (Cadmium) HTML 5,00:37:28,Not latest view,GB (United Kingdom),tv
13760,User 3,2021-03-26 16:18:01,00:00:10,Autoplayed: user action: None; ,Suits: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:10,Not latest view,GB (United Kingdom),tv
13762,User 3,2021-03-26 14:54:12,00:03:41,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",,Netflix Chrome MAC (Cadmium) HTML 5,00:15:57,Not latest view,GB (United Kingdom),tv
13765,User 3,2021-03-26 14:26:51,00:00:11,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,FireTV Stick 2016,00:00:11,Not latest view,GB (United Kingdom),tv
13766,User 3,2021-03-26 14:20:03,00:00:01,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",,Netflix Chrome MAC (Cadmium) HTML 5,00:12:16,Not latest view,GB (United Kingdom),tv
13767,User 3,2021-03-26 14:19:49,00:00:09,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,GB (United Kingdom),tv
13768,User 3,2021-03-26 14:19:35,00:00:11,,The Office (U.K.): Series 2: Merger (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:17:13,Not latest view,GB (United Kingdom),tv
13769,User 3,2021-03-26 13:07:00,00:17:12,,The Office (U.K.): Series 2: Merger (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:17:02,Not latest view,GB (United Kingdom),tv
13770,User 3,2021-03-26 13:05:44,00:00:06,,The Office (U.K.): Series 2: Merger (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,GB (United Kingdom),tv
13771,User 3,2021-03-26 12:22:55,00:12:14,,"The Office (U.S.): Season 4: Goodbye, Toby (Episode 14)",,Netflix Chrome MAC (Cadmium) HTML 5,00:12:15,Not latest view,GB (United Kingdom),tv
13772,User 3,2021-03-26 12:01:11,00:20:37,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Job Fair (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:17,Not latest view,GB (United Kingdom),tv
13773,User 3,2021-03-26 11:39:52,00:21:18,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Did I Stutter (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:33,Not latest view,GB (United Kingdom),tv
13774,User 3,2021-03-26 11:17:59,00:21:51,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 4: Night Out (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:50,Not latest view,GB (United Kingdom),tv
13775,User 3,2021-03-26 10:56:48,00:21:11,Autoplayed: user action: None; ,The Office (U.S.): Season 4: The Chair Model (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:11,Not latest view,GB (United Kingdom),tv
13776,User 3,2021-03-26 10:35:02,00:21:45,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Dinner Party (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:45,Not latest view,GB (United Kingdom),tv
13777,User 3,2021-03-26 10:13:58,00:21:03,,The Office (U.S.): Season 4: The Deposition (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:03,00:21:03,GB (United Kingdom),tv
13778,User 3,2021-03-26 09:53:15,00:20:42,,The Office (U.S.): Season 4: Survivor Man (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:43,00:20:43,GB (United Kingdom),tv
13779,User 3,2021-03-26 09:34:01,00:19:13,,The Office (U.S.): Season 4: Branch Wars (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:16,00:21:16,GB (United Kingdom),tv
13780,User 3,2021-03-26 02:01:16,00:02:00,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Branch Wars (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,GB (United Kingdom),tv
13781,User 3,2021-03-26 01:40:11,00:21:04,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Local Ad (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:04,00:21:04,GB (United Kingdom),tv
13782,User 3,2021-03-26 01:22:51,00:25:55,,Peep Show: Series 4: The Wedding (Episode 6),,Apple iPhone SE Gen 2 iPhone,00:25:36,00:25:36,GB (United Kingdom),tv
13783,User 3,2021-03-26 00:58:42,00:41:29,Autoplayed: user action: None; ,The Office (U.S.): Season 4: Money (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:29,00:41:29,GB (United Kingdom),tv
13784,User 3,2021-03-26 00:31:57,00:26:43,,The Office (U.S.): Season 4: Launch Party (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:29,00:41:29,GB (United Kingdom),tv
